,Rental_Price,Time,District,RoomType
4659,2500.0,Q4 2011,Sengkang,Executive
4660,1800.0,Q4 2011,Serangoon,Room3
4661,2280.0,Q4 2011,Serangoon,Room4
4662,2680.0,Q4 2011,Serangoon,Room5
4664,1900.0,Q4 2011,Tampines,Room3
4665,2300.0,Q4 2011,Tampines,Room4
4666,2500.0,Q4 2011,Tampines,Room5
4667,2800.0,Q4 2011,Tampines,Executive
4668,2000.0,Q4 2011,Toa Payoh,Room3
4669,2500.0,Q4 2011,Toa Payoh,Room4
4670,2650.0,Q4 2011,Toa Payoh,Room5
4672,1630.0,Q4 2011,Woodlands,Room3
4673,2100.0,Q4 2011,Woodlands,Room4
4674,2200.0,Q4 2011,Woodlands,Room5
4675,2400.0,Q4 2011,Woodlands,Executive
4676,1750.0,Q4 2011,Yishun,Room3
4677,2100.0,Q4 2011,Yishun,Room4
4678,2300.0,Q4 2011,Yishun,Room5
4680,1850.0,Q3 2011,Ang Mo Kio,Room3
4681,2300.0,Q3 2011,Ang Mo Kio,Room4
4682,2530.0,Q3 2011,Ang Mo Kio,Room5
4684,1800.0,Q3 2011,Bedok,Room3
4685,2150.0,Q3 2011,Bedok,Room4
4686,2350.0,Q3 2011,Bedok,Room5
4687,2450.0,Q3 2011,Bedok,Executive
4688,1900.0,Q3 2011,Bishan,Room3
4689,2500.0,Q3 2011,Bishan,Room4
4690,2600.0,Q3 2011,Bishan,Room5
4692,1800.0,Q3 2011,Bukit Batok,Room3
4693,2120.0,Q3 2011,Bukit Batok,Room4
4694,2350.0,Q3 2011,Bukit Batok,Room5
4696,2000.0,Q3 2011,Bukit Merah,Room3
4697,2600.0,Q3 2011,Bukit Merah,Room4
4698,2860.0,Q3 2011,Bukit Merah,Room5
4700,1700.0,Q3 2011,Bukit Panjang,Room3
4701,2000.0,Q3 2011,Bukit Panjang,Room4
4702,2130.0,Q3 2011,Bukit Panjang,Room5
4708,2200.0,Q3 2011,Central,Room3
4709,2500.0,Q3 2011,Central,Room4
4713,2100.0,Q3 2011,Choa Chu Kang,Room4
4714,2200.0,Q3 2011,Choa Chu Kang,Room5
4715,2400.0,Q3 2011,Choa Chu Kang,Executive
4716,1900.0,Q3 2011,Clementi,Room3
4717,2300.0,Q3 2011,Clementi,Room4
4718,2500.0,Q3 2011,Clementi,Room5
4720,1880.0,Q3 2011,Geylang,Room3
4721,2400.0,Q3 2011,Geylang,Room4
4724,1800.0,Q3 2011,Hougang,Room3
4725,2100.0,Q3 2011,Hougang,Room4
4726,2400.0,Q3 2011,Hougang,Room5
4727,2500.0,Q3 2011,Hougang,Executive
4728,1700.0,Q3 2011,Jurong East,Room3
4729,2200.0,Q3 2011,Jurong East,Room4
4730,2230.0,Q3 2011,Jurong East,Room5
4732,1600.0,Q3 2011,Jurong West,Room3
4733,2180.0,Q3 2011,Jurong West,Room4
4734,2400.0,Q3 2011,Jurong West,Room5
4735,2500.0,Q3 2011,Jurong West,Executive
4736,1800.0,Q3 2011,Kallang/ Whampoa,Room3
4737,2400.0,Q3 2011,Kallang/ Whampoa,Room4
4738,2700.0,Q3 2011,Kallang/ Whampoa,Room5
4740,1950.0,Q3 2011,Marine Parade,Room3
4745,2150.0,Q3 2011,Pasir Ris,Room4
4746,2300.0,Q3 2011,Pasir Ris,Room5
4747,2500.0,Q3 2011,Pasir Ris,Executive
4749,2000.0,Q3 2011,Punggol,Room4
4750,2300.0,Q3 2011,Punggol,Room5
4752,2000.0,Q3 2011,Queenstown,Room3
4753,2700.0,Q3 2011,Queenstown,Room4
4754,3000.0,Q3 2011,Queenstown,Room5
4757,2030.0,Q3 2011,Sembawang,Room4
4758,2200.0,Q3 2011,Sembawang,Room5
4759,2200.0,Q3 2011,Sembawang,Executive
4761,2200.0,Q3 2011,Sengkang,Room4
4762,2300.0,Q3 2011,Sengkang,Room5
4763,2550.0,Q3 2011,Sengkang,Executive
4764,1800.0,Q3 2011,Serangoon,Room3
4765,2300.0,Q3 2011,Serangoon,Room4
4766,2400.0,Q3 2011,Serangoon,Room5
4768,2000.0,Q3 2011,Tampines,Room3
4769,2200.0,Q3 2011,Tampines,Room4
4770,2450.0,Q3 2011,Tampines,Room5
4771,2600.0,Q3 2011,Tampines,Executive
4772,1800.0,Q3 2011,Toa Payoh,Room3
4773,2300.0,Q3 2011,Toa Payoh,Room4
4774,2700.0,Q3 2011,Toa Payoh,Room5
4776,1700.0,Q3 2011,Woodlands,Room3
4777,2000.0,Q3 2011,Woodlands,Room4
4778,2200.0,Q3 2011,Woodlands,Room5
4779,2300.0,Q3 2011,Woodlands,Executive
4780,1750.0,Q3 2011,Yishun,Room3
4781,2000.0,Q3 2011,Yishun,Room4
4782,2300.0,Q3 2011,Yishun,Room5
4784,1730.0,Q2 2011,Ang Mo Kio,Room3
4785,2200.0,Q2 2011,Ang Mo Kio,Room4
4786,2500.0,Q2 2011,Ang Mo Kio,Room5
4788,1700.0,Q2 2011,Bedok,Room3
4789,2000.0,Q2 2011,Bedok,Room4
4790,2200.0,Q2 2011,Bedok,Room5
4791,2600.0,Q2 2011,Bedok,Executive
4792,1700.0,Q2 2011,Bishan,Room3
4793,2200.0,Q2 2011,Bishan,Room4
4794,2600.0,Q2 2011,Bishan,Room5
4796,1600.0,Q2 2011,Bukit Batok,Room3
4797,2000.0,Q2 2011,Bukit Batok,Room4
4798,2200.0,Q2 2011,Bukit Batok,Room5
4799,2500.0,Q2 2011,Bukit Batok,Executive
4800,1900.0,Q2 2011,Bukit Merah,Room3
4801,2500.0,Q2 2011,Bukit Merah,Room4
4802,2800.0,Q2 2011,Bukit Merah,Room5
4804,1480.0,Q2 2011,Bukit Panjang,Room3
4805,1950.0,Q2 2011,Bukit Panjang,Room4
4806,2000.0,Q2 2011,Bukit Panjang,Room5
4807,2300.0,Q2 2011,Bukit Panjang,Executive
4809,1950.0,Q2 2011,Bukit Timah,Room4
4810,2350.0,Q2 2011,Bukit Timah,Room5
4812,2100.0,Q2 2011,Central,Room3
4813,2500.0,Q2 2011,Central,Room4
4814,3000.0,Q2 2011,Central,Room5
4816,1600.0,Q2 2011,Choa Chu Kang,Room3
4817,1950.0,Q2 2011,Choa Chu Kang,Room4
4818,2100.0,Q2 2011,Choa Chu Kang,Room5
4819,2300.0,Q2 2011,Choa Chu Kang,Executive
4820,1800.0,Q2 2011,Clementi,Room3
4821,2300.0,Q2 2011,Clementi,Room4
4822,2600.0,Q2 2011,Clementi,Room5
4824,1650.0,Q2 2011,Geylang,Room3
4825,2000.0,Q2 2011,Geylang,Room4
4826,2200.0,Q2 2011,Geylang,Room5
4828,1700.0,Q2 2011,Hougang,Room3
4829,2000.0,Q2 2011,Hougang,Room4
4830,2300.0,Q2 2011,Hougang,Room5
4831,2440.0,Q2 2011,Hougang,Executive
4832,1600.0,Q2 2011,Jurong East,Room3
4833,2000.0,Q2 2011,Jurong East,Room4
4834,2300.0,Q2 2011,Jurong East,Room5
4835,2500.0,Q2 2011,Jurong East,Executive
4836,1600.0,Q2 2011,Jurong West,Room3
4837,2000.0,Q2 2011,Jurong West,Room4
4838,2300.0,Q2 2011,Jurong West,Room5
4839,2480.0,Q2 2011,Jurong West,Executive
4840,1800.0,Q2 2011,Kallang/ Whampoa,Room3
4841,2280.0,Q2 2011,Kallang/ Whampoa,Room4
4842,2750.0,Q2 2011,Kallang/ Whampoa,Room5
4844,2000.0,Q2 2011,Marine Parade,Room3
4845,2280.0,Q2 2011,Marine Parade,Room4
4848,1500.0,Q2 2011,Pasir Ris,Room3
4849,2000.0,Q2 2011,Pasir Ris,Room4
4850,2400.0,Q2 2011,Pasir Ris,Room5
4851,2400.0,Q2 2011,Pasir Ris,Executive
4853,2100.0,Q2 2011,Punggol,Room4
4854,2230.0,Q2 2011,Punggol,Room5
4856,1900.0,Q2 2011,Queenstown,Room3
4857,2400.0,Q2 2011,Queenstown,Room4
4858,2750.0,Q2 2011,Queenstown,Room5
4861,2000.0,Q2 2011,Sembawang,Room4
4862,2200.0,Q2 2011,Sembawang,Room5
4863,2200.0,Q2 2011,Sembawang,Executive
4865,2100.0,Q2 2011,Sengkang,Room4
4866,2250.0,Q2 2011,Sengkang,Room5
4867,2400.0,Q2 2011,Sengkang,Executive
4868,1800.0,Q2 2011,Serangoon,Room3
4869,2100.0,Q2 2011,Serangoon,Room4
4870,2300.0,Q2 2011,Serangoon,Room5
4871,2400.0,Q2 2011,Serangoon,Executive
4872,1800.0,Q2 2011,Tampines,Room3
4873,2100.0,Q2 2011,Tampines,Room4
4874,2390.0,Q2 2011,Tampines,Room5
4875,2500.0,Q2 2011,Tampines,Executive
4876,1800.0,Q2 2011,Toa Payoh,Room3
4877,2300.0,Q2 2011,Toa Payoh,Room4
4878,2500.0,Q2 2011,Toa Payoh,Room5
4880,1600.0,Q2 2011,Woodlands,Room3
4881,1800.0,Q2 2011,Woodlands,Room4
4882,2000.0,Q2 2011,Woodlands,Room5
4883,2300.0,Q2 2011,Woodlands,Executive
4884,1700.0,Q2 2011,Yishun,Room3
4885,2000.0,Q2 2011,Yishun,Room4
4886,2200.0,Q2 2011,Yishun,Room5
4887,2400.0,Q2 2011,Yishun,Executive
4888,1700.0,Q1 2011,Ang Mo Kio,Room3
4889,2100.0,Q1 2011,Ang Mo Kio,Room4
4890,2530.0,Q1 2011,Ang Mo Kio,Room5
4892,1700.0,Q1 2011,Bedok,Room3
4893,2000.0,Q1 2011,Bedok,Room4
4894,2300.0,Q1 2011,Bedok,Room5
4896,1530.0,Q1 2011,Bishan,Room3
4897,2230.0,Q1 2011,Bishan,Room4
4898,2500.0,Q1 2011,Bishan,Room5
4900,1600.0,Q1 2011,Bukit Batok,Room3
4901,1900.0,Q1 2011,Bukit Batok,Room4
4902,2200.0,Q1 2011,Bukit Batok,Room5
4904,1800.0,Q1 2011,Bukit Merah,Room3
4905,2500.0,Q1 2011,Bukit Merah,Room4
4906,2600.0,Q1 2011,Bukit Merah,Room5
4908,1500.0,Q1 2011,Bukit Panjang,Room3
4909,1800.0,Q1 2011,Bukit Panjang,Room4
4910,1900.0,Q1 2011,Bukit Panjang,Room5
4916,2000.0,Q1 2011,Central,Room3
4921,1950.0,Q1 2011,Choa Chu Kang,Room4
4922,2050.0,Q1 2011,Choa Chu Kang,Room5
4923,2300.0,Q1 2011,Choa Chu Kang,Executive
4924,1800.0,Q1 2011,Clementi,Room3
4925,2250.0,Q1 2011,Clementi,Room4
4926,2680.0,Q1 2011,Clementi,Room5
4928,1600.0,Q1 2011,Geylang,Room3
4929,2100.0,Q1 2011,Geylang,Room4
4930,2400.0,Q1 2011,Geylang,Room5
4932,1600.0,Q1 2011,Hougang,Room3
4933,1900.0,Q1 2011,Hougang,Room4
4934,2280.0,Q1 2011,Hougang,Room5
4935,2380.0,Q1 2011,Hougang,Executive
4936,1600.0,Q1 2011,Jurong East,Room3
4937,2000.0,Q1 2011,Jurong East,Room4
4938,2380.0,Q1 2011,Jurong East,Room5
4940,1600.0,Q1 2011,Jurong West,Room3
4941,1950.0,Q1 2011,Jurong West,Room4
4942,2200.0,Q1 2011,Jurong West,Room5
4943,2300.0,Q1 2011,Jurong West,Executive
4944,1780.0,Q1 2011,Kallang/ Whampoa,Room3
4945,2300.0,Q1 2011,Kallang/ Whampoa,Room4
4946,2600.0,Q1 2011,Kallang/ Whampoa,Room5
4948,2000.0,Q1 2011,Marine Parade,Room3
4949,2300.0,Q1 2011,Marine Parade,Room4
4953,2100.0,Q1 2011,Pasir Ris,Room4
4954,2210.0,Q1 2011,Pasir Ris,Room5
4955,2400.0,Q1 2011,Pasir Ris,Executive
4957,1950.0,Q1 2011,Punggol,Room4
4958,2200.0,Q1 2011,Punggol,Room5
4960,1800.0,Q1 2011,Queenstown,Room3
4961,2300.0,Q1 2011,Queenstown,Room4
4962,2800.0,Q1 2011,Queenstown,Room5
4965,1900.0,Q1 2011,Sembawang,Room4
4966,2000.0,Q1 2011,Sembawang,Room5
4969,2080.0,Q1 2011,Sengkang,Room4
4970,2180.0,Q1 2011,Sengkang,Room5
4971,2300.0,Q1 2011,Sengkang,Executive
4972,1650.0,Q1 2011,Serangoon,Room3
4973,2050.0,Q1 2011,Serangoon,Room4
4974,2200.0,Q1 2011,Serangoon,Room5
4976,1750.0,Q1 2011,Tampines,Room3
4977,2050.0,Q1 2011,Tampines,Room4
4978,2300.0,Q1 2011,Tampines,Room5
4979,2400.0,Q1 2011,Tampines,Executive
4980,1800.0,Q1 2011,Toa Payoh,Room3
4981,2200.0,Q1 2011,Toa Payoh,Room4
4982,2500.0,Q1 2011,Toa Payoh,Room5
4984,1500.0,Q1 2011,Woodlands,Room3
4985,1800.0,Q1 2011,Woodlands,Room4
4986,2000.0,Q1 2011,Woodlands,Room5
4987,2150.0,Q1 2011,Woodlands,Executive
4988,1600.0,Q1 2011,Yishun,Room3
4989,1900.0,Q1 2011,Yishun,Room4
4990,2200.0,Q1 2011,Yishun,Room5
4992,1610.0,Q4 2010,Ang Mo Kio,Room3
4993,2100.0,Q4 2010,Ang Mo Kio,Room4
4994,2200.0,Q4 2010,Ang Mo Kio,Room5
4996,1580.0,Q4 2010,Bedok,Room3
4997,2000.0,Q4 2010,Bedok,Room4
4998,2250.0,Q4 2010,Bedok,Room5
5000,1610.0,Q4 2010,Bishan,Room3
5001,2200.0,Q4 2010,Bishan,Room4
5002,2400.0,Q4 2010,Bishan,Room5
5004,1550.0,Q4 2010,Bukit Batok,Room3
5005,1900.0,Q4 2010,Bukit Batok,Room4
5008,1800.0,Q4 2010,Bukit Merah,Room3
5009,2400.0,Q4 2010,Bukit Merah,Room4
5010,2800.0,Q4 2010,Bukit Merah,Room5
5013,1700.0,Q4 2010,Bukit Panjang,Room4
5014,1950.0,Q4 2010,Bukit Panjang,Room5
5020,2050.0,Q4 2010,Central,Room3
5021,2400.0,Q4 2010,Central,Room4
5025,1900.0,Q4 2010,Choa Chu Kang,Room4
5026,2000.0,Q4 2010,Choa Chu Kang,Room5
5027,2300.0,Q4 2010,Choa Chu Kang,Executive
5028,1700.0,Q4 2010,Clementi,Room3
5029,2200.0,Q4 2010,Clementi,Room4
5030,2400.0,Q4 2010,Clementi,Room5
5032,1630.0,Q4 2010,Geylang,Room3
5033,2050.0,Q4 2010,Geylang,Room4
5036,1600.0,Q4 2010,Hougang,Room3
5037,1930.0,Q4 2010,Hougang,Room4
5038,2150.0,Q4 2010,Hougang,Room5
5039,2450.0,Q4 2010,Hougang,Executive
5040,1600.0,Q4 2010,Jurong East,Room3
5041,2000.0,Q4 2010,Jurong East,Room4
5042,2100.0,Q4 2010,Jurong East,Room5
5044,1500.0,Q4 2010,Jurong West,Room3
5045,2000.0,Q4 2010,Jurong West,Room4
5046,2200.0,Q4 2010,Jurong West,Room5
5047,2300.0,Q4 2010,Jurong West,Executive
5048,1700.0,Q4 2010,Kallang/ Whampoa,Room3
5049,2250.0,Q4 2010,Kallang/ Whampoa,Room4
5050,2440.0,Q4 2010,Kallang/ Whampoa,Room5
5052,1900.0,Q4 2010,Marine Parade,Room3
5057,2000.0,Q4 2010,Pasir Ris,Room4
5058,2100.0,Q4 2010,Pasir Ris,Room5
5059,2300.0,Q4 2010,Pasir Ris,Executive
5061,1900.0,Q4 2010,Punggol,Room4
5062,2100.0,Q4 2010,Punggol,Room5
5064,1780.0,Q4 2010,Queenstown,Room3
5065,2380.0,Q4 2010,Queenstown,Room4
5066,2550.0,Q4 2010,Queenstown,Room5
5069,1850.0,Q4 2010,Sembawang,Room4
5070,2000.0,Q4 2010,Sembawang,Room5
5071,2200.0,Q4 2010,Sembawang,Executive
5073,2000.0,Q4 2010,Sengkang,Room4
5074,2100.0,Q4 2010,Sengkang,Room5
5075,2300.0,Q4 2010,Sengkang,Executive
5076,1700.0,Q4 2010,Serangoon,Room3
5077,2030.0,Q4 2010,Serangoon,Room4
5080,1700.0,Q4 2010,Tampines,Room3
5081,1950.0,Q4 2010,Tampines,Room4
5082,2200.0,Q4 2010,Tampines,Room5
5083,2350.0,Q4 2010,Tampines,Executive
5084,1700.0,Q4 2010,Toa Payoh,Room3
5085,2000.0,Q4 2010,Toa Payoh,Room4
5088,1430.0,Q4 2010,Woodlands,Room3
5089,1800.0,Q4 2010,Woodlands,Room4
5090,2000.0,Q4 2010,Woodlands,Room5
5091,2050.0,Q4 2010,Woodlands,Executive
5092,1500.0,Q4 2010,Yishun,Room3
5093,1800.0,Q4 2010,Yishun,Room4
5094,2000.0,Q4 2010,Yishun,Room5
5095,2250.0,Q4 2010,Yishun,Executive
5096,1530.0,Q3 2010,Ang Mo Kio,Room3
5097,2000.0,Q3 2010,Ang Mo Kio,Room4
5098,2300.0,Q3 2010,Ang Mo Kio,Room5
5100,1500.0,Q3 2010,Bedok,Room3
5101,1880.0,Q3 2010,Bedok,Room4
5102,2100.0,Q3 2010,Bedok,Room5
5104,1520.0,Q3 2010,Bishan,Room3
5105,2100.0,Q3 2010,Bishan,Room4
5106,2300.0,Q3 2010,Bishan,Room5
5108,1500.0,Q3 2010,Bukit Batok,Room3
5109,1800.0,Q3 2010,Bukit Batok,Room4
5110,2100.0,Q3 2010,Bukit Batok,Room5
5112,1800.0,Q3 2010,Bukit Merah,Room3
5113,2300.0,Q3 2010,Bukit Merah,Room4
5114,2630.0,Q3 2010,Bukit Merah,Room5
5116,1400.0,Q3 2010,Bukit Panjang,Room3
5117,1700.0,Q3 2010,Bukit Panjang,Room4
5118,1850.0,Q3 2010,Bukit Panjang,Room5
5124,2000.0,Q3 2010,Central,Room3
5125,2400.0,Q3 2010,Central,Room4
5129,1800.0,Q3 2010,Choa Chu Kang,Room4
5130,2000.0,Q3 2010,Choa Chu Kang,Room5
5131,2100.0,Q3 2010,Choa Chu Kang,Executive
5132,1700.0,Q3 2010,Clementi,Room3
5133,2100.0,Q3 2010,Clementi,Room4
5134,2400.0,Q3 2010,Clementi,Room5
5136,1500.0,Q3 2010,Geylang,Room3
5137,1900.0,Q3 2010,Geylang,Room4
5138,2200.0,Q3 2010,Geylang,Room5
5140,1500.0,Q3 2010,Hougang,Room3
5141,1810.0,Q3 2010,Hougang,Room4
5142,2000.0,Q3 2010,Hougang,Room5
5143,2300.0,Q3 2010,Hougang,Executive
5144,1500.0,Q3 2010,Jurong East,Room3
5145,1900.0,Q3 2010,Jurong East,Room4
5146,2000.0,Q3 2010,Jurong East,Room5
5148,1400.0,Q3 2010,Jurong West,Room3
5149,1850.0,Q3 2010,Jurong West,Room4
5150,2150.0,Q3 2010,Jurong West,Room5
5151,2300.0,Q3 2010,Jurong West,Executive
5152,1600.0,Q3 2010,Kallang/ Whampoa,Room3
5153,2100.0,Q3 2010,Kallang/ Whampoa,Room4
5154,2500.0,Q3 2010,Kallang/ Whampoa,Room5
5156,1800.0,Q3 2010,Marine Parade,Room3
5157,2000.0,Q3 2010,Marine Parade,Room4
5161,1900.0,Q3 2010,Pasir Ris,Room4
5162,2000.0,Q3 2010,Pasir Ris,Room5
5163,2250.0,Q3 2010,Pasir Ris,Executive
5165,1800.0,Q3 2010,Punggol,Room4
5166,2000.0,Q3 2010,Punggol,Room5
5168,1700.0,Q3 2010,Queenstown,Room3
5169,2300.0,Q3 2010,Queenstown,Room4
5170,2400.0,Q3 2010,Queenstown,Room5
5173,1700.0,Q3 2010,Sembawang,Room4
5174,1790.0,Q3 2010,Sembawang,Room5
5177,1900.0,Q3 2010,Sengkang,Room4
5178,2000.0,Q3 2010,Sengkang,Room5
5179,2100.0,Q3 2010,Sengkang,Executive
5180,1580.0,Q3 2010,Serangoon,Room3
5181,1950.0,Q3 2010,Serangoon,Room4
5182,2100.0,Q3 2010,Serangoon,Room5
5184,1600.0,Q3 2010,Tampines,Room3
5185,1850.0,Q3 2010,Tampines,Room4
5186,2200.0,Q3 2010,Tampines,Room5
5187,2300.0,Q3 2010,Tampines,Executive
5188,1600.0,Q3 2010,Toa Payoh,Room3
5189,2100.0,Q3 2010,Toa Payoh,Room4
5190,2200.0,Q3 2010,Toa Payoh,Room5
5192,1350.0,Q3 2010,Woodlands,Room3
5193,1700.0,Q3 2010,Woodlands,Room4
5194,1900.0,Q3 2010,Woodlands,Room5
5195,2100.0,Q3 2010,Woodlands,Executive
5196,1480.0,Q3 2010,Yishun,Room3
5197,1700.0,Q3 2010,Yishun,Room4
5198,2000.0,Q3 2010,Yishun,Room5
5200,1500.0,Q2 2010,Ang Mo Kio,Room3
5201,1850.0,Q2 2010,Ang Mo Kio,Room4
5202,2140.0,Q2 2010,Ang Mo Kio,Room5
5204,1500.0,Q2 2010,Bedok,Room3
5205,1800.0,Q2 2010,Bedok,Room4
5206,2000.0,Q2 2010,Bedok,Room5
5208,1500.0,Q2 2010,Bishan,Room3
5209,1980.0,Q2 2010,Bishan,Room4
5210,2300.0,Q2 2010,Bishan,Room5
5212,1500.0,Q2 2010,Bukit Batok,Room3
5213,1800.0,Q2 2010,Bukit Batok,Room4
5214,2000.0,Q2 2010,Bukit Batok,Room5
5215,2150.0,Q2 2010,Bukit Batok,Executive
5216,1650.0,Q2 2010,Bukit Merah,Room3
5217,2200.0,Q2 2010,Bukit Merah,Room4
5218,2500.0,Q2 2010,Bukit Merah,Room5
5220,1300.0,Q2 2010,Bukit Panjang,Room3
5221,1600.0,Q2 2010,Bukit Panjang,Room4
5222,1800.0,Q2 2010,Bukit Panjang,Room5
5223,1900.0,Q2 2010,Bukit Panjang,Executive
5228,1800.0,Q2 2010,Central,Room3
5229,2400.0,Q2 2010,Central,Room4
5233,1700.0,Q2 2010,Choa Chu Kang,Room4
5234,1900.0,Q2 2010,Choa Chu Kang,Room5
5235,2000.0,Q2 2010,Choa Chu Kang,Executive
5236,1600.0,Q2 2010,Clementi,Room3
5237,2000.0,Q2 2010,Clementi,Room4
5240,1500.0,Q2 2010,Geylang,Room3
5241,1900.0,Q2 2010,Geylang,Room4
5242,2000.0,Q2 2010,Geylang,Room5
5244,1450.0,Q2 2010,Hougang,Room3
5245,1700.0,Q2 2010,Hougang,Room4
5246,1900.0,Q2 2010,Hougang,Room5
5247,2200.0,Q2 2010,Hougang,Executive
5248,1500.0,Q2 2010,Jurong East,Room3
5249,1830.0,Q2 2010,Jurong East,Room4
5250,2000.0,Q2 2010,Jurong East,Room5
5252,1400.0,Q2 2010,Jurong West,Room3
5253,1800.0,Q2 2010,Jurong West,Room4
5254,2000.0,Q2 2010,Jurong West,Room5
5255,2100.0,Q2 2010,Jurong West,Executive
5256,1550.0,Q2 2010,Kallang/ Whampoa,Room3
5257,2000.0,Q2 2010,Kallang/ Whampoa,Room4
5258,2200.0,Q2 2010,Kallang/ Whampoa,Room5
5260,1710.0,Q2 2010,Marine Parade,Room3
5261,2100.0,Q2 2010,Marine Parade,Room4
5265,1800.0,Q2 2010,Pasir Ris,Room4
5266,1900.0,Q2 2010,Pasir Ris,Room5
5267,2100.0,Q2 2010,Pasir Ris,Executive
5269,1740.0,Q2 2010,Punggol,Room4
5270,1910.0,Q2 2010,Punggol,Room5
5272,1650.0,Q2 2010,Queenstown,Room3
5273,2300.0,Q2 2010,Queenstown,Room4
5274,2400.0,Q2 2010,Queenstown,Room5
5277,1700.0,Q2 2010,Sembawang,Room4
5278,1800.0,Q2 2010,Sembawang,Room5
5279,1900.0,Q2 2010,Sembawang,Executive
5281,1750.0,Q2 2010,Sengkang,Room4
5282,1950.0,Q2 2010,Sengkang,Room5
5283,2200.0,Q2 2010,Sengkang,Executive
5284,1500.0,Q2 2010,Serangoon,Room3
5285,1800.0,Q2 2010,Serangoon,Room4
5286,2000.0,Q2 2010,Serangoon,Room5
5288,1580.0,Q2 2010,Tampines,Room3
5289,1850.0,Q2 2010,Tampines,Room4
5290,2000.0,Q2 2010,Tampines,Room5
5291,2100.0,Q2 2010,Tampines,Executive
5292,1550.0,Q2 2010,Toa Payoh,Room3
5293,2000.0,Q2 2010,Toa Payoh,Room4
5294,2300.0,Q2 2010,Toa Payoh,Room5
5296,1300.0,Q2 2010,Woodlands,Room3
5297,1650.0,Q2 2010,Woodlands,Room4
5298,1700.0,Q2 2010,Woodlands,Room5
5299,1900.0,Q2 2010,Woodlands,Executive
5300,1400.0,Q2 2010,Yishun,Room3
5301,1700.0,Q2 2010,Yishun,Room4
5302,1850.0,Q2 2010,Yishun,Room5
5303,2000.0,Q2 2010,Yishun,Executive
5304,1450.0,Q1 2010,Ang Mo Kio,Room3
5305,1830.0,Q1 2010,Ang Mo Kio,Room4
5306,2000.0,Q1 2010,Ang Mo Kio,Room5
5308,1500.0,Q1 2010,Bedok,Room3
5309,1700.0,Q1 2010,Bedok,Room4
5310,2000.0,Q1 2010,Bedok,Room5
5312,1470.0,Q1 2010,Bishan,Room3
5313,2000.0,Q1 2010,Bishan,Room4
5314,2100.0,Q1 2010,Bishan,Room5
5316,1400.0,Q1 2010,Bukit Batok,Room3
5317,1780.0,Q1 2010,Bukit Batok,Room4
5318,1900.0,Q1 2010,Bukit Batok,Room5
5319,2050.0,Q1 2010,Bukit Batok,Executive
5320,1600.0,Q1 2010,Bukit Merah,Room3
5321,2200.0,Q1 2010,Bukit Merah,Room4
5322,2400.0,Q1 2010,Bukit Merah,Room5
5324,1280.0,Q1 2010,Bukit Panjang,Room3
5325,1550.0,Q1 2010,Bukit Panjang,Room4
5326,1700.0,Q1 2010,Bukit Panjang,Room5
5327,1800.0,Q1 2010,Bukit Panjang,Executive
5332,1900.0,Q1 2010,Central,Room3
5333,2300.0,Q1 2010,Central,Room4
5337,1700.0,Q1 2010,Choa Chu Kang,Room4
5338,1800.0,Q1 2010,Choa Chu Kang,Room5
5339,1900.0,Q1 2010,Choa Chu Kang,Executive
5340,1550.0,Q1 2010,Clementi,Room3
5341,1950.0,Q1 2010,Clementi,Room4
5342,2250.0,Q1 2010,Clementi,Room5
5344,1400.0,Q1 2010,Geylang,Room3
5345,1800.0,Q1 2010,Geylang,Room4
5348,1380.0,Q1 2010,Hougang,Room3
5349,1700.0,Q1 2010,Hougang,Room4
5350,1900.0,Q1 2010,Hougang,Room5
5351,2100.0,Q1 2010,Hougang,Executive
5352,1400.0,Q1 2010,Jurong East,Room3
5353,1800.0,Q1 2010,Jurong East,Room4
5354,2000.0,Q1 2010,Jurong East,Room5
5356,1330.0,Q1 2010,Jurong West,Room3
5357,1800.0,Q1 2010,Jurong West,Room4
5358,2000.0,Q1 2010,Jurong West,Room5
5360,1500.0,Q1 2010,Kallang/ Whampoa,Room3
5361,1940.0,Q1 2010,Kallang/ Whampoa,Room4
5362,2250.0,Q1 2010,Kallang/ Whampoa,Room5
5364,1640.0,Q1 2010,Marine Parade,Room3
5369,1700.0,Q1 2010,Pasir Ris,Room4
5370,1900.0,Q1 2010,Pasir Ris,Room5
5371,2000.0,Q1 2010,Pasir Ris,Executive
5373,1700.0,Q1 2010,Punggol,Room4
5374,1900.0,Q1 2010,Punggol,Room5
5376,1600.0,Q1 2010,Queenstown,Room3
5377,2130.0,Q1 2010,Queenstown,Room4
5378,2400.0,Q1 2010,Queenstown,Room5
5381,1700.0,Q1 2010,Sembawang,Room4
5382,1800.0,Q1 2010,Sembawang,Room5
5383,1800.0,Q1 2010,Sembawang,Executive
5385,1700.0,Q1 2010,Sengkang,Room4
5386,1800.0,Q1 2010,Sengkang,Room5
5387,2050.0,Q1 2010,Sengkang,Executive
5388,1480.0,Q1 2010,Serangoon,Room3
5389,1830.0,Q1 2010,Serangoon,Room4
5390,1980.0,Q1 2010,Serangoon,Room5
5392,1550.0,Q1 2010,Tampines,Room3
5393,1800.0,Q1 2010,Tampines,Room4
5394,2000.0,Q1 2010,Tampines,Room5
5395,2000.0,Q1 2010,Tampines,Executive
5396,1500.0,Q1 2010,Toa Payoh,Room3
5397,1950.0,Q1 2010,Toa Payoh,Room4
