,Rental_Price
1122,2000.0
1671,1900.0
2877,2000.0
3383,2500.0
697,2150.0
1127,2100.0
606,2200.0
4335,2000.0
968,2200.0
2588,2600.0
2046,3600.0
1822,2700.0
430,2330.0
1796,1900.0
4255,1900.0
3978,1700.0
2338,2700.0
3660,1800.0
3403,2800.0
2013,2400.0
2767,2400.0
1660,1800.0
4550,1800.0
1144,2100.0
1018,2100.0
3968,1950.0
2300,2500.0
1955,2700.0
1789,2450.0
1604,1800.0
3720,2500.0
852,1800.0
444,2050.0
402,2400.0
245,2600.0
1782,2500.0
983,2500.0
985,2250.0
478,2200.0
2270,1900.0
3914,2100.0
4408,1900.0
2128,2000.0
671,2680.0
3315,3200.0
3942,1500.0
1140,1500.0
810,2500.0
3622,2500.0
2595,2100.0
1026,2400.0
2407,2200.0
3907,2000.0
2711,2500.0
3891,2100.0
2940,3000.0
1394,1850.0
3917,2300.0
2060,2400.0
75,2800.0
1562,2300.0
4260,1600.0
2933,2200.0
3432,2300.0
813,1700.0
1447,1800.0
1233,2580.0
359,2480.0
1513,1800.0
3949,1600.0
208,3200.0
1993,1900.0
3580,2.0
4168,2000.0
2159,2000.0
97,2600.0
2293,2000.0
1402,1600.0
22,2800.0
554,1650.0
3591,2800.0
1886,2500.0
2554,2400.0
591,2000.0
2137,1750.0
3770,1530.0
2615,1700.0
3651,2000.0
3543,3200.0
2536,2100.0
3195,2100.0
1016,1900.0
1899,1700.0
190,2750.0
4107,1900.0
144,2200.0
1077,2200.0
3160,2500.0
1938,2100.0
1437,2200.0
2319,2700.0
2707,2200.0
2533,3200.0
3781,1900.0
4176,1630.0
811,2700.0
2116,2150.0
3637,2230.0
1945,2380.0
609,2300.0
4316,1400.0
40,2450.0
3468,1600.0
1310,1700.0
2864,2180.0
1717,2750.0
1968,2400.0
3470,2150.0
4350,1400.0
2101,1650.0
856,1950.0
561,1800.0
4679,1200.0
2944,2200.0
1668,2600.0
2638,1900.0
4179,2140.0
2752,2100.0
2266,1700.0
3031,2400.0
2354,1900.0
2054,2680.0
788,2500.0
711,1550.0
2405,2600.0
1119,1600.0
3456,1780.0
1279,1400.0
2584,2300.0
4562,1530.0
4475,1630.0
3222,1700.0
2022,2300.0
1583,2100.0
4143,1900.0
1486,1700.0
451,2750.0
2275,2550.0
3280,2400.0
1700,2300.0
1269,1800.0
4037,2400.0
357,2800.0
2120,2700.0
3439,2350.0
4057,1900.0
948,1750.0
632,2500.0
2758,2500.0
3599,1750.0
1328,2000.0
4100,1800.0
4637,1600.0
2468,1800.0
3698,1950.0
394,1850.0
908,1950.0
239,2550.0
1595,2000.0
1427,1900.0
1710,2600.0
1022,2550.0
2263,1900.0
2790,2000.0
2999,2500.0
4144,2050.0
3759,2300.0
3928,2400.0
1524,1400.0
1819,2450.0
2427,1600.0
1879,2200.0
3849,1800.0
2972,3000.0
1301,1900.0
1981,1700.0
4596,1500.0
3083,2680.0
4516,1400.0
2547,2600.0
3776,1800.0
1488,2300.0
2252,2380.0
2322,2500.0
4459,2050.0
3701,2500.0
4609,1700.0
2960,2800.0
1352,2140.0
3576,2250.0
3402,2550.0
3688,2000.0
436,2150.0
907,1650.0
3357,2500.0
3172,2100.0
3749,1800.0
3530,2450.0
1528,1500.0
343,2600.0
3808,2100.0
3979,1900.0
2324,2100.0
1274,2200.0
3913,1880.0
1581,2500.0
2108,2200.0
2932,2600.0
1950,1700.0
4468,2600.0
2185,2000.0
1531,2200.0
4720,1700.0
49,3000.0
4574,2300.0
909,2100.0
3183,2500.0
3830,2500.0
2624,2150.0
974,1850.0
4080,1700.0
4172,1580.0
599,2050.0
1362,1400.0
1548,2800.0
